A,B,C,D,E,F
1.4782608696,0.6222732745,0.7527173913,0.9369886047,0.8932094082,4.5149596601
1.3460195756,0.6872961729,0.7508531218,0.9360438747,0.9281674033,6.1686004949
1.1844660194,0.7399817,0.7687808372,0.9482504793,0.9511174559,6.3523297799
1.1923076923,0.724778305,0.7791175558,0.9500701179,0.9458696164,5.8262566801
1.2307692308,0.7419093034,0.7916541466,0.9492371455,0.9621125668,6.8158254756
1.3665419993,0.6808543103,0.7419555505,0.9353040451,0.9259384607,6.0532086956
1.0555555556,0.7589335744,0.7803591009,0.9485760643,0.9550982749,7.2849325716
1.2037037037,0.7554462289,0.8012820513,0.9513844689,0.9630612507,6.8439122921
0.8482759354,0.771077169,0.8017384235,0.951838106,0.9685044703,8.3596018137
1.1527777778,0.7190264166,0.7448962517,0.939925383,0.9423657052,7.4215876092
1.1875,0.6980963103,0.7682263695,0.9469899643,0.932526586,5.264227509
1.1553398058,0.7104797018,0.7405972098,0.9429541923,0.9295954941,6.0955432531
1.2231404959,0.7042479666,0.7543835157,0.9390810129,0.938550785,6.2445854652
0.841367838,0.7203730228,0.7458882823,0.943082938,0.9519666308,6.9571116282
0.859375,0.7631828753,0.7979403409,0.9535989251,0.9677002584,7.7172673114
1.3420238469,0.6969558129,0.7342788473,0.9364675312,0.920716807,6.2102017146
1.0560747744,0.7650529374,0.7908363787,0.9528973933,0.9630860654,6.8578109011
0.808186843,0.7272839483,0.8035269734,0.9484702668,0.9482217573,6.7703176921
1.0839160839,0.7230099568,0.7644484548,0.9377003264,0.948871591,7.9309316769
1.0901639344,0.7473240676,0.8113213361,0.948570288,0.9651039185,6.5271545446
0.9593495935,0.7280923133,0.8082540995,0.9514642516,0.9591986917,5.8507387159
1.1271186441,0.7267390431,0.7930419269,0.9476685164,0.9593401935,6.5728612497
1.0413793103,0.7488130928,0.7711121261,0.9440412671,0.9536006778,7.1157503301
1.4122602328,0.6837983298,0.7190141196,0.944455208,0.9174156072,5.1948237709
1.1238095418,0.7256146939,0.7504441125,0.9449827377,0.9442949271,6.2622483187
1.1666666667,0.6964361142,0.7749637251,0.9465683308,0.9370389569,5.3744940569
0.9150326797,0.772497978,0.7966853408,0.9484830438,0.9662806829,8.8476925159
1.0425531915,0.7279143911,0.7463453466,0.9404210194,0.944096915,7.4240295338
0.9520547845,0.7639978799,0.788336792,0.9496952576,0.9619107744,8.4513841942
0.7996339835,0.7225225532,0.7482552627,0.9440791651,0.9537550869,7.1820111163
0.977443609,0.7685537382,0.7947657606,0.9509372655,0.9642481229,7.9862205924
1.269230662,0.753849092,0.8292543926,0.9540204581,0.9599460325,6.0988701582
0.8443461074,0.7362055161,0.7724589204,0.9478447422,0.9597499763,6.6771583499
0.8859060403,0.7347246268,0.7970561318,0.9425757485,0.9629004023,7.7423425411
1.0084033613,0.750932528,0.7514705882,0.9479897454,0.959538606,6.7194567587
1.3601789045,0.6835552965,0.7431672683,0.9352088345,0.9278474834,6.0884050182
1.0660377358,0.7701495106,0.7931624645,0.953922986,0.9648606104,7.0346140015
1.3768786367,0.6825040261,0.7482176578,0.9354403406,0.9266115702,5.9580609442
1.1271186441,0.7205130812,0.7930419269,0.9458645145,0.954118594,6.3901900137
1.1025641026,0.7409745487,0.8044126416,0.9500525489,0.961587201,6.8504727708
1.213592233,0.6837188579,0.7482718447,0.9449562379,0.9209444604,4.8449901927
0.9025974026,0.7709499722,0.7913435485,0.9495185772,0.964856321,8.5870385971
1.1868131868,0.739146731,0.8150691901,0.9500058631,0.9534039514,7.1353782324
1.0614035088,0.7345742095,0.7467014644,0.9459827749,0.9516330207,6.6650849769
0.68775927,0.6885307812,0.7450776038,0.946734465,0.9382716049,6.0109321607
1.2222222222,0.7448371618,0.7985409652,0.948566482,0.9606345724,6.8608527072
1.2307692308,0.7119898983,0.7524038462,0.9457995655,0.9413533835,5.9541159655
1.0087719298,0.7786925756,0.8054157132,0.9541113705,0.966366174,7.917553325
1.1100917431,0.7221948192,0.7753430889,0.9546101943,0.9517870439,5.1856029139
1.0283018868,0.7682252078,0.8098926779,0.9554047785,0.9664841975,6.734486492
0.9121621622,0.7335551062,0.7972972973,0.943721556,0.9605933609,7.4213629583
1.2230868746,0.7474206433,0.7770754133,0.9487452241,0.9518173778,6.7396795049
0.9701492537,0.741646274,0.7462399541,0.948929051,0.9535668439,6.4746113577
1.1818180683,0.7076703468,0.7541960859,0.9489086896,0.9368891978,5.1569451998
0.9520547845,0.7636306489,0.7905049214,0.9475568316,0.9640346133,8.4744965082
1.0839160839,0.7321933035,0.7630724115,0.9429709672,0.9497964341,7.2584005312
1.1810344828,0.6734398528,0.7724012082,0.9403981542,0.9254023898,5.7843741169
1.0181818182,0.7400830038,0.7859577922,0.953461319,0.9573384745,5.9082589746
0.6404368326,0.6239725939,0.756498816,0.9379304234,0.8976748435,4.6535355101
0.9470198675,0.7665834963,0.789491965,0.9482834464,0.9626732925,8.4112053736
0.7020128271,0.7002197192,0.7528655461,0.9470746813,0.939511865,6.1174694715
1.259615276,0.751840025,0.8221890967,0.9504599171,0.9590325342,6.5863839908
0.8967741935,0.7647629551,0.792573683,0.9470590453,0.9642826891,8.8844818593
1.0434782609,0.7456161654,0.7525,0.9484117947,0.9573614824,6.8753735002
1.1584158416,0.7073084506,0.7464246425,0.9412814513,0.929991038,5.8429955706
1.3137254902,0.6573992739,0.74531753,0.9411200762,0.903823973,4.9181342553
1.4623655914,0.6413441806,0.7517394054,0.940717645,0.9070788018,4.6754791414
1.4113955424,0.7103205654,0.7539602575,0.9418972552,0.937583607,6.4687579074
1.4938607858,0.67952167,0.7705989456,0.9389082238,0.930214425,5.5728869404
0.9144736842,0.7589846524,0.7900416509,0.9458286488,0.9636578818,8.4977954037
1.0673077022,0.7301578943,0.7627341045,0.9437291318,0.9434770962,6.4079712092
1.0503597122,0.7499121469,0.7657189317,0.9424181582,0.9566890353,7.8280084398
1.128440367,0.7291979273,0.7845901395,0.9464748664,0.9507411424,6.7904292426
1.1786541997,0.7248780291,0.7412321306,0.9381635676,0.9455672326,7.6095883094
1.0636363725,0.717936202,0.7767678858,0.9476462634,0.9465063435,5.6751026396
1,0.7362947927,0.7898673257,0.9481401724,0.958941966,6.5795125654
0.8076291815,0.7157542024,0.7882842439,0.9463174217,0.93832021,6.359473629
0.7131300314,0.713973066,0.7522730392,0.9502560299,0.9465404837,6.4171085519
1,0.7525899184,0.8031361474,0.9512349052,0.9643080218,6.9709004125
1.3738905996,0.7071184122,0.7687172224,0.9413806761,0.9344269138,6.5122549085
1.0697674419,0.7225856486,0.7823559151,0.9441184935,0.9540036989,6.7111074455
1.1238938053,0.7222936774,0.7795623998,0.9427248024,0.9493402351,6.6799475417
1.0873786408,0.7621632728,0.7957264216,0.9543018347,0.9687104263,6.8949659765
1.1764705882,0.7127494808,0.743995098,0.9428336951,0.935198973,5.9973204281
1.154545476,0.7202971248,0.7676809432,0.9536580282,0.9487349611,5.0875546322
1.1698113208,0.7361950185,0.7827906269,0.9471153307,0.9598843176,6.6533883035
1.0606060606,0.7321179683,0.7548430736,0.9458224133,0.9512752319,6.8849169647
1.0917431193,0.7392944597,0.7786986354,0.9479664457,0.957211903,7.3580120043
1.1782178218,0.7071522573,0.7367917464,0.9430177217,0.9253396029,5.9934677774
1.0158730159,0.7598800697,0.7768167163,0.94925106,0.9617702376,7.3015822071
1.0703125,0.7273707245,0.7449817518,0.9478156214,0.9467695764,6.2951722857
1.0526315789,0.7371958546,0.7526315789,0.9460832693,0.9553679131,6.7624744378
0.7834620439,0.7277499126,0.7734172641,0.9509759295,0.9506572212,6.1313909531
0.9461538462,0.7575611221,0.7859912445,0.9503774752,0.9599388963,7.8103202997
1.3170671579,0.7526293976,0.7676892441,0.9508744993,0.9543862683,6.7102270659
0.8532694578,0.6909664854,0.7576049315,0.9456094626,0.9484531941,6.2821623164
1.179245283,0.743055727,0.7763018868,0.9510513779,0.9601866978,6.6149541438
1.0763888889,0.7593407963,0.7762320789,0.9483020809,0.9541261668,7.2945572741
1.28125,0.6924034921,0.7251439702,0.9442187113,0.9183290433,5.3526742557
0.705044646,0.6928580201,0.7536679559,0.9446233613,0.9411862921,6.0208634893
1.1140350877,0.7235865079,0.7613275314,0.9454594394,0.9404462267,6.2126875349
1.3280124564,0.74545565,0.7644684725,0.9499741232,0.951292553,6.3878093845
1.1228070175,0.7282343217,0.7593887061,0.9505563408,0.9487157534,5.5970831273
1.4377697061,0.712047606,0.7582940207,0.9456808339,0.9399098408,5.8526509545
1,0.7822611462,0.7735777778,0.9499452027,0.9664084839,8.3745898926
1.44692385,0.6520367047,0.7463766898,0.9340122567,0.9067142227,5.4885966891
0.7058823156,0.7001566702,0.7554081648,0.9450267356,0.9425370284,6.2389456916
1.2475247525,0.6991834651,0.7577400597,0.9487907759,0.9353055286,5.0222915941
1.0875912409,0.7302865854,0.7512859452,0.941224533,0.9530793611,7.1236994428
1.094017094,0.7773390493,0.8112646902,0.9557768952,0.9711830536,6.8951695682
1.1226415094,0.7065720508,0.7901934359,0.9432321239,0.9346429744,5.8111775416
0.8472222958,0.7662693653,0.7963060516,0.949552486,0.9675623336,8.478259891
1.1875,0.7017227084,0.7558740602,0.948529347,0.9346310285,5.3846622047
1.1142857143,0.725192709,0.7549908425,0.9419385158,0.9447118139,6.802339548
1.1801801802,0.7029506884,0.7463035555,0.9487745295,0.9331040413,5.0513000079
1.0170940171,0.7489804213,0.7542914602,0.9476363836,0.9595687332,6.8760827872
1.0703125,0.7274264005,0.7450387774,0.9483989189,0.9459850844,5.9444660128
1.4128687498,0.6827729007,0.7206607636,0.9422278837,0.9142575018,5.2084843564
0.9914529915,0.7596429185,0.772472738,0.9518484624,0.9599414,7.2337252815
0.9290780142,0.758824798,0.7846353744,0.9494810878,0.9635662522,7.8281182806
1.1271186441,0.7361924915,0.7976296674,0.9507666197,0.9590132537,6.6266395043
1.3638194676,0.6789076509,0.7402585934,0.9340450155,0.9244963603,6.2483613522
0.8229406461,0.7233755894,0.7447736256,0.9450476561,0.9530188375,6.5035599813
0.9863013699,0.7577940667,0.7715230213,0.9481840802,0.9585734125,7.5407182132
1.0673076923,0.7266838811,0.7613911989,0.9435380625,0.9435856146,6.4805072767
1.0088495575,0.7798506287,0.8073668685,0.9545217566,0.9671285103,7.9745954098
0.8604651163,0.7595548715,0.7890564984,0.9507744301,0.9656012307,7.9453534386
1.3076923077,0.7383055177,0.7819216629,0.947930466,0.9462268994,6.6174146414
1.214953271,0.7431879347,0.8039180446,0.9486147366,0.9633027523,7.2734949888
0.7822994807,0.7230653413,0.7714288588,0.9489361971,0.9500984898,6.3779657509
0.6998772471,0.6974516906,0.7450301049,0.9487328709,0.9407127474,5.9772067686
1.041958042,0.7477285714,0.7773736331,0.9422484963,0.9566535751,8.4282172336
1.1018518519,0.7238125439,0.7771164021,0.9549466916,0.9515076454,5.4353670415
1.0660377358,0.7571640348,0.804140925,0.9547643477,0.9623819753,6.2093018375
0.9642857143,0.7573369868,0.7749470899,0.9475734473,0.9607097176,7.9740298348
1.0884353741,0.7271020953,0.7460034014,0.938668652,0.945570166,7.5282905836
1.2242989548,0.7453099837,0.7673898865,0.9498528307,0.9518184231,6.6409206985
1.1891891892,0.7064242289,0.7659022659,0.9499892037,0.9398659966,5.3825117298
1.171875,0.7177069498,0.73296875,0.944088243,0.9417787593,6.153717452
1.0694444444,0.7299254207,0.7617018398,0.9393038299,0.9512050907,7.5566958578
1.2314814815,0.7574103557,0.7934071289,0.9536480095,0.9638447226,6.6809092077
1.1545454545,0.7161501126,0.7604867573,0.9416914069,0.9381843871,6.5984055837
1.4909090909,0.6849505645,0.7770232816,0.9399559039,0.9331314073,5.6446964105
0.9527027027,0.7657283598,0.7846942687,0.9485707502,0.9632636254,7.8323055382
1.1634615385,0.7522627009,0.8033216783,0.9505721428,0.9626702219,7.0083565841
1.269975848,0.7137883554,0.7529048499,0.9417203136,0.9391316553,6.1485513288
1.0507246377,0.7163244224,0.7350074963,0.9402648459,0.9379185001,7.247462642
1,0.7708293634,0.816621539,0.9572831358,0.9719825346,6.697367918
1.0390625,0.7319280422,0.7918233083,0.9477067446,0.9580327636,6.8663568343
1.311827957,0.6901942364,0.7330336683,0.9452259557,0.9264271791,5.3058073546
0.9166666667,0.7694707365,0.7936166398,0.9480613211,0.9651901322,8.6345224403
0.7107023515,0.7117490701,0.7522744271,0.9498303541,0.9429050514,6.2821598273
1.4403669725,0.6949334384,0.7797580787,0.9409193068,0.9361254341,5.8088164519
1.1909089787,0.7029366332,0.7502431657,0.9489536606,0.93435893,5.1408638693
1.1941747573,0.7404809561,0.765253769,0.9484576477,0.9505833905,6.4007009704
0.9863013699,0.7532547498,0.7700722983,0.9447918786,0.959009596,7.307473678
1.0169491525,0.7329552337,0.7842867232,0.9442968726,0.9549832316,7.0954148049
1.1440677966,0.7499319977,0.7793471438,0.9505864777,0.9558823529,6.6943153137
1.0535714286,0.7386345513,0.7818553269,0.946741132,0.9564492988,6.8407142233
0.9097744361,0.7394630689,0.7564469024,0.9508177502,0.9560966032,6.5026640599
1.0727272727,0.7395612447,0.7722265023,0.9487160652,0.9578117535,7.1610098639
1.1565216272,0.6953023142,0.7736518003,0.9462935049,0.9366737909,5.2629230479
1.3661926239,0.6908626325,0.7337782558,0.9384431015,0.917463146,5.9014696509
1.0576923077,0.7288709618,0.7594842657,0.9460798599,0.9399578082,6.3710729449
0.7947312411,0.709498128,0.7623816062,0.9446982788,0.9481161597,6.6569805457
1.1944444444,0.7243632336,0.7633146713,0.9456186246,0.9451208674,6.5254209396
1.1132075635,0.7261853554,0.7461226855,0.9457784361,0.9446328255,6.1543617416
1.0818181932,0.7158855661,0.7761652186,0.9491962868,0.9423549599,5.7053344626
0.9032258065,0.770058819,0.7916359447,0.9489496603,0.9645423919,8.496285842
0.976744186,0.7574260256,0.7807001354,0.9470958491,0.9599803306,7.510237167
1.2079207921,0.7033105841,0.7953254342,0.9448298799,0.9329335047,5.5234407831
1.0606060606,0.7334835152,0.7580627706,0.9475510085,0.9502458877,6.8323328979
0.9594594595,0.7636195429,0.7837599924,0.9479189425,0.9621203271,7.8622005134
1.0625,0.7394874641,0.7519882953,0.9489421268,0.9523470163,6.5516963002
0.7915422012,0.7126680586,0.793968094,0.9433559145,0.9424855348,6.3270511306
1.1826923077,0.7271519495,0.7894777986,0.9479695646,0.9495110944,6.5728147561
1.1960784314,0.7075134539,0.7548216008,0.9435020016,0.9327706058,5.5874041421
1.2018348624,0.7528219651,0.7954338539,0.9520583279,0.9615238095,6.8719416167
1.214953271,0.6988142317,0.7447879224,0.9476904325,0.9324932493,5.0252616319
1.2307692308,0.7181662261,0.7517277644,0.9465476359,0.9445021236,6.0053173286
1.0212765957,0.7405321897,0.7547527581,0.9401484761,0.9518618591,8.0181546531
0.6977248332,0.6999315641,0.7516469292,0.9481673493,0.9405840034,5.8691493115
1.1454545455,0.7577871918,0.8212121212,0.9538590651,0.9672402804,6.7460085141
1,0.74388463,0.782989502,0.9510710639,0.9597860242,6.5078353332
1.4159943107,0.6808299501,0.7620395207,0.9362411056,0.9221865174,5.8434179485
1.0743243243,0.7290044768,0.7459841917,0.9402850472,0.9472022878,7.4573105286
1.1067961165,0.7526793893,0.7866206779,0.9531124355,0.964244702,6.5117712805
0.6627621308,0.685156154,0.7780315021,0.949707714,0.9444710617,5.4658569625
1.1623931624,0.671278512,0.771618904,0.9387231521,0.9250357869,5.8718991485
0.8527131783,0.7623491378,0.7939393939,0.9519214854,0.9671631541,7.8059557632
1.0212765957,0.7384880902,0.7561317967,0.9415520567,0.9504426422,7.8121913942
1.3724954036,0.6828244915,0.7385365301,0.9374478499,0.9303617692,6.0788735281
0.8369232154,0.7210605431,0.740339844,0.943713659,0.9520840932,6.7363782489
0.9246575342,0.7343977935,0.796803653,0.9438462809,0.9606973543,7.7104453959
1.0275229358,0.741616648,0.7892775229,0.9536297952,0.9568520357,6.0329497573
0.9144736842,0.7552626255,0.7801968951,0.9463239114,0.9612222287,8.5004376179
1.1666666667,0.7298094911,0.7953946284,0.9517765466,0.9491250492,5.7313196915
1.119266055,0.7283238098,0.7879004362,0.9449178748,0.9534100733,6.8544781851
1.4700417134,0.6651150953,0.758713643,0.9331849857,0.9186901237,5.7381560915
1.2019230769,0.7194135352,0.7594615385,0.9447278744,0.9417656317,6.0857365598
1.2574257426,0.7128879792,0.7348561628,0.9492373102,0.9400618331,5.8419232078
0.8088808814,0.7159634162,0.79495213,0.9454063071,0.9419168422,6.8992303375
1.0731707317,0.7274143513,0.7900344913,0.9455202916,0.9500074063,6.8279795267
1.1964285714,0.6983296621,0.7666910981,0.9476239956,0.9363632665,5.4586104594
1.2115384615,0.7210576464,0.757287851,0.944976353,0.9440612662,6.2092928841
1.0769230882,0.7238044126,0.7538635375,0.9437460725,0.9407542318,6.320305009
1.4210526316,0.6439393526,0.7541520468,0.9392626286,0.9026177033,4.7111588536
1.3001201183,0.7055111112,0.7483214985,0.9431442156,0.9371531694,5.9856613545
0.9847328244,0.7514956503,0.7751050358,0.9489044925,0.9577027126,7.4157628303
1.1346153846,0.7611368545,0.8036587353,0.9520930922,0.9652556888,7.1325845513
0.7307454317,0.7105394412,0.7496145246,0.9505133986,0.9431051109,5.965961508
1.0666666667,0.7199889863,0.7490646259,0.9420241145,0.9375764994,6.0242350234
1.1214953271,0.7303095251,0.7910825545,0.9523686065,0.9539350113,5.8564852564
1.0283687943,0.734631525,0.7518464172,0.9403291622,0.9503539522,8.0584754193
1.2056074766,0.7453451207,0.7751937984,0.9506316901,0.9618842143,6.6125625744
1.0347826087,0.7706836114,0.798867373,0.9521867513,0.9648309946,7.4746862291
1.3776909495,0.6802181226,0.7615469743,0.9353715024,0.9238533061,5.6528551784
0.702424227,0.7029586461,0.7539234018,0.9475222292,0.9414685908,6.2617967416
1.1904761905,0.722669065,0.7736761905,0.9492370608,0.9425879514,5.7492537021
0.8135148511,0.7262019892,0.8050432956,0.9478103107,0.9499838658,6.5673494447
1.5274725275,0.6182789122,0.7542493478,0.9369827708,0.8923443857,4.4912029148
1.1683168317,0.7039994012,0.7375398557,0.9406352624,0.9269218602,5.9352474533
1.1440676859,0.7072403596,0.7584120711,0.9397622854,0.9343412861,6.1810476977
1.0551724138,0.7539499609,0.775411314,0.9470044944,0.9540778126,7.1742668403
1.468580342,0.6858761034,0.7542882561,0.9377877745,0.9312290711,6.0982250826
1.2,0.7177998547,0.7303099017,0.9478585858,0.9427261196,6.1420679518
0.8756411867,0.7433552386,0.7832558628,0.9523566229,0.9619337787,6.8977937697
1.1009174312,0.7272242967,0.7861238532,0.9442869177,0.950982659,6.8535651904
0.7177147028,0.7102500513,0.7729952289,0.950966685,0.9493081542,6.4678679993
1,0.757300115,0.7856673241,0.9503554503,0.9609113245,7.4478925719
0.9538461538,0.7544592441,0.779280397,0.948495544,0.9595905584,7.4287526264
1.08,0.7523445091,0.7712592593,0.9480991651,0.9584299864,7.6270607164
1.1171171171,0.7625091407,0.8168410346,0.9537475002,0.9679307821,6.871630194
1.1428571429,0.7569675806,0.798531746,0.9537125474,0.9624545628,7.0286238427
0.9579831933,0.7717774994,0.793638508,0.9501570093,0.9670364216,8.1257540136
1.016,0.7464341701,0.7844094488,0.9529963149,0.9602112812,6.5593233324
0.7023412594,0.7051770795,0.7530399546,0.9489998246,0.9404877636,5.96494362
1.0169491525,0.7517077879,0.7535663842,0.9489149027,0.9610032873,6.8340523538
0.945205468,0.7558568643,0.7863314877,0.9460700301,0.9626614006,8.0644621874
0.9365079365,0.7697721375,0.7916666667,0.9512999835,0.9656657642,8.2249771936
1.0791366906,0.7358179579,0.7551079137,0.9404373035,0.9534883721,7.3955295161
0.8692307692,0.7596004805,0.7792716133,0.9528880289,0.9637565247,7.6614524614
1.1652173913,0.6900090971,0.7713822193,0.9444728253,0.9328258652,5.559734968
1.1132075472,0.7298530671,0.7520786697,0.9464634094,0.9440987555,6.5225941826
1.0551724138,0.7464744478,0.7724814064,0.9437846615,0.9524272654,7.3530587451
0.6616321239,0.6608489078,0.7787842177,0.9447754804,0.9228941992,5.0646281098
1.478189084,0.6719418257,0.7574203182,0.9356116677,0.9288438314,5.7401717566
1.4628604911,0.6723398213,0.7621106973,0.934694477,0.9213680006,5.7388737338
1.4449031077,0.683192714,0.7229552321,0.9416569837,0.9178602431,5.4573567646
1.1339285714,0.713658168,0.7491915073,0.9424717774,0.9313494144,6.1203900009
1.3494533024,0.7031103118,0.7318663478,0.9386820416,0.9257963481,5.8775155758
1.3592430135,0.7082701452,0.7370885683,0.9387186421,0.9312204321,6.2208419297
0.9829059829,0.7576312533,0.8054254924,0.952250035,0.9660367267,7.0123854438
1.2346938776,0.7116635383,0.7726007758,0.9456782219,0.9305266365,5.9748936237
1,0.765233427,0.8173037903,0.955803103,0.9678504493,6.6638417939
0.9361702128,0.7603490126,0.7810283688,0.9496950297,0.9612180123,8.1981708596
1.0642857143,0.7415351319,0.7588926174,0.9414127089,0.9536158549,8.056539306
1.1034482759,0.738218288,0.8024313039,0.9499440961,0.9618939975,6.7093791574
1.1367521368,0.7356740416,0.8018443545,0.9498311372,0.9599553778,6.3483270475
1.414893617,0.6421120259,0.7502799552,0.9392190748,0.9016196472,4.5939508344
1.2222222222,0.736821194,0.8172699214,0.9512985215,0.9613829524,6.5158559904
1.0538461665,0.7315637983,0.7546606485,0.9454784891,0.9520116164,6.5728901699
0.8059538604,0.7215876489,0.8106642557,0.9492444365,0.9561196301,6.2940792064
1.0458715596,0.7277476034,0.7850072429,0.9532754771,0.9548257635,5.2166677221
0.9210526157,0.7517430607,0.7692907357,0.9480127314,0.9594713398,7.9843857081
1,0.7446880098,0.7804886661,0.9489952069,0.9566365171,6.630481712
1,0.7303583489,0.7865263753,0.9437290622,0.9529839572,7.0812313482
1.2571427492,0.7507760023,0.8242427346,0.9523455275,0.9598790068,6.1700141941
0.8417288203,0.7320714386,0.8028712877,0.9464737162,0.9520467285,6.7045681334
1.1636363863,0.7157450756,0.7638851402,0.9511492257,0.9480805677,5.4596732825
0.8126888212,0.7233211119,0.7438876583,0.9439833143,0.9533195021,7.078750569
1.1730769231,0.7463807262,0.7968947037,0.9496953525,0.9599810112,6.9849708967
1.3621684269,0.713878818,0.7550342274,0.9415024034,0.9395108613,6.3976467319
0.8369722133,0.6957666927,0.7612325338,0.9468151595,0.9528600633,6.0919211364
1.3848667035,0.6814460612,0.7366883989,0.9363072349,0.9298614547,6.1132670035
1.2314814815,0.7459301968,0.8009607352,0.9505120446,0.9603906674,6.8213323123
1.1293103448,0.7470936188,0.8085022374,0.953189082,0.9657666156,6.778143293
0.7089024967,0.706239911,0.7545702513,0.9481241686,0.9425174706,6.1876056709
1.0769230882,0.7299091195,0.7556664226,0.9445028585,0.9432061723,6.677526989
1.2550103563,0.7077487299,0.7326631785,0.9415313079,0.9217293159,5.9371318373
1.0560747664,0.7655329962,0.791332396,0.9523032263,0.9640302267,6.8287048814
1.0865384615,0.7694109768,0.8014380531,0.9551675738,0.9674884438,7.1166890069
1.1923076923,0.7245866307,0.7606234491,0.9460523879,0.9456736563,6.2573980464
1.3446176055,0.6983806635,0.7299069441,0.9370796757,0.9226232602,5.9893515336
1.204379562,0.7019023753,0.7409643884,0.9383438504,0.9361708074,6.5034211979
1.2095238095,0.7551887291,0.8025871766,0.9529505433,0.9642760609,6.4011583858
1.0272727273,0.7318453527,0.7846741754,0.9548431723,0.9589990659,5.469877745
1.0538461538,0.7335075526,0.7522178551,0.9478739872,0.9500070912,6.5624595129
1.4416741262,0.6551754727,0.7492899733,0.93506997,0.9076119182,5.3385964301
0.9752066116,0.7506393215,0.8033688192,0.9509116631,0.9663844307,6.9239305117
1.1414141632,0.7417674485,0.7995890396,0.949373871,0.953167457,6.8613558463
1.179245283,0.672499602,0.730490566,0.9413455149,0.9102365167,4.9483452786
1.2058823529,0.7031944471,0.7377251714,0.9417896422,0.9269868296,5.8770304276
1.3085106383,0.6842771165,0.7235772358,0.944867662,0.9189367311,5.086270112
1.093220339,0.7629091546,0.8064314808,0.9528287438,0.9692842197,6.7900660545
1.1909089787,0.6982743222,0.750069675,0.9472225318,0.9318475731,5.0859893415
1.214953271,0.7471619544,0.8051401869,0.9503797666,0.9648503123,7.4335962408
1.1909089787,0.7035072622,0.7556907736,0.9483293523,0.934680915,5.1833856817
1.0733944954,0.7438235763,0.7819336627,0.9502239982,0.9573273172,7.2738807404
1.1495327103,0.730732347,0.7859585138,0.9472124817,0.9529688148,6.857039838
1.1612903226,0.7400689182,0.803614098,0.9505759077,0.9522208459,6.8367314679
1.4170637449,0.6876175528,0.7240772249,0.9428533102,0.917211704,5.2980790542
0.9276315789,0.7617270187,0.7868840985,0.9478176821,0.9629703649,8.2139551137
1.269230662,0.7520455491,0.8304198942,0.9536456404,0.9611736436,6.282949854
1.1862745098,0.7212732808,0.7870280344,0.9473116972,0.9451688236,5.8735044974
0.9917355372,0.7298011299,0.8008953168,0.9538892244,0.9617102216,5.8489433055
1.0697674419,0.7254492224,0.7873272666,0.9445413078,0.9548984875,6.7169771847
1.1727272727,0.7410168208,0.8088442565,0.9495028425,0.9606210244,6.5030130823
1.4174409549,0.7098450911,0.7643050303,0.9452830636,0.9389623601,5.7208759831
0.8483704064,0.7458698686,0.8140306215,0.950296442,0.9595816345,7.0781773708
1.0746268657,0.7576811402,0.7611940299,0.9492595064,0.9558455081,7.0499201788
1.016,0.7460525028,0.786015748,0.9530250049,0.9596985079,6.4537243187
0.8366337057,0.7366353416,0.7790305145,0.9489973998,0.9600623141,7.0979967631
1.4800330233,0.6704454591,0.7636360628,0.935340892,0.9230877045,5.6835405316
1.1509433962,0.7282403529,0.7842947727,0.9454684059,0.9545882353,6.8017522408
1.1894736842,0.7382273209,0.803912436,0.9508663515,0.9508594094,6.6694376548
1.2685880251,0.7006142578,0.7420225419,0.9375019517,0.937213254,6.2831819744
1.0181818182,0.7372252693,0.7851866883,0.9544396078,0.9558794466,5.6060279441
1.0241935484,0.7466537666,0.7869253239,0.9515319812,0.9602123044,6.6439032542
1.1603773585,0.7438228477,0.8126246357,0.9478128499,0.9619138408,7.3661411238
1.2574257426,0.7001105779,0.7578935059,0.9499138136,0.9358844765,5.0626737215
1.4675828217,0.6733824335,0.7630840108,0.9361412387,0.9223784314,5.6676309518
1.2169811321,0.7606326893,0.8287626152,0.9510472794,0.9631156249,6.8256159032
0.8601398601,0.7664157627,0.7947012337,0.9496614793,0.9663659304,8.1855353496
1.1764705882,0.7311465339,0.7924836601,0.952424511,0.9507007743,5.8612319131
1.0671641944,0.7619869591,0.7646386841,0.9505427509,0.95720912,7.2043622888
1.1440676859,0.7530429495,0.7805715266,0.9510658376,0.9556913381,6.6840167693
1.0648148148,0.7486591208,0.7791867955,0.9509893325,0.9597837945,7.518207112
1.4252601347,0.6871883889,0.7285649061,0.944308601,0.9210005498,5.2905112455
1.2169811321,0.7487293993,0.8044098289,0.9487690752,0.9647837909,7.2808669839
0.8818897638,0.7629790869,0.7896512936,0.9528676965,0.9654876005,7.9339181997
0.6844998568,0.6702129078,0.7437443149,0.9408941945,0.9264728864,5.7831127236
1.4239130435,0.6492243374,0.7569283107,0.9414133472,0.9066289008,4.7871570895
1.0173913043,0.7539912444,0.7733927908,0.9506389044,0.9591225402,7.4489809482
1.0720720721,0.7354068277,0.7494132788,0.9473007479,0.9488162561,6.4248950866
0.9836065574,0.7451923553,0.7795423497,0.9486119664,0.956942814,7.071586183
1.1180555556,0.7198091686,0.7524154589,0.9379548003,0.9449876757,7.6803805654
1.4180129096,0.6840100045,0.7231351495,0.943021093,0.9177581314,5.1617661269
1.4094533882,0.7240103991,0.7620677843,0.9480770922,0.9456506643,5.9992375329
