A,B,C,D,E,F
1.9385028283,0.5251042941,0.6654993909,0.9279204438,0.8351304348,4.3196051185
1.1627906977,0.6621140132,0.698372093,0.9291487955,0.9337686567,5.5323061732
1.1136363636,0.6638003816,0.6961966605,0.925819794,0.9308527132,5.4401258223
1.5142857143,0.5987635495,0.7126684636,0.9193781982,0.8854655057,5.2861369811
1.9031548013,0.5219667275,0.6810402324,0.9189000215,0.8462086152,4.2384893812
1.6764705882,0.5639941373,0.6849845201,0.9193922082,0.8625730994,4.6208413627
1.8017077906,0.5496940308,0.6690965134,0.9335836064,0.8467446964,4.268628606
1.0224719953,0.5907188681,0.6674305833,0.9009117423,0.8837516513,4.7372553218
0.9951338979,0.5938723426,0.6607355162,0.9075883177,0.8879056047,4.7346657283
1.1702127852,0.6338293973,0.7001528341,0.9164151536,0.9088916719,5.2472292891
1.1666666667,0.6725563915,0.7164723032,0.9290028123,0.9370829361,5.7513038489
1.0366972364,0.6952963963,0.7473861275,0.9305182005,0.9382785957,6.0084779214
0.7511110357,0.6613624875,0.7038198058,0.9390891643,0.9037729318,5.0509406467
1.5050504386,0.575909911,0.6755702184,0.9230919754,0.861581052,4.5694280764
1.1063829787,0.6807755318,0.70601473,0.9329090217,0.937007874,5.3546185171
0.9569444656,0.6878557346,0.7539713376,0.925426671,0.9392735528,6.1721448009
0.8505941568,0.6450732863,0.7267467867,0.9102731799,0.9115562404,5.877148484
0.9347826087,0.6791152423,0.7125884732,0.9367726374,0.9346816976,5.4985496391
0.94,0.6614431655,0.7134042553,0.921470539,0.9342435219,5.5099824097
1.0681818182,0.6087987048,0.6537717602,0.9163516867,0.8848167539,4.7833022017
1.837392021,0.5346140288,0.6858347821,0.9199328797,0.8545051699,4.4981381174
0.7511110357,0.6399920204,0.7027415678,0.9237700702,0.9030135088,5.2712311664
1.1828572461,0.6101440445,0.6888495991,0.8990234592,0.90272984,5.4386460569
1.5135135135,0.5677048242,0.6925675676,0.9133996093,0.8631578947,5.0239789314
1.2142857143,0.6560628575,0.704248366,0.9236565674,0.9329004329,5.7488778326
1.8064516129,0.5591968184,0.6762672811,0.9297246407,0.8578735842,4.1528163802
0.84,0.6509164458,0.7176190476,0.9179304739,0.934283943,5.9978894944
0.9274809344,0.5771544641,0.6563158621,0.9031609088,0.8762392069,4.5334134241
0.9257142596,0.5833136826,0.6538703297,0.9126963017,0.8757604867,4.4870601635
0.9122221866,0.6833252457,0.7378366262,0.9276090065,0.9327217125,5.9881248212
0.9791666667,0.6712316178,0.7118794326,0.9293401772,0.9380841121,5.1982547174
0.8571428571,0.6645108898,0.7179300292,0.9267944024,0.9318826868,5.7214591887
1.2820512821,0.6769732611,0.7482051282,0.9304334382,0.9207952035,5.3178515539
0.8374070446,0.6533823811,0.728385885,0.918658512,0.9078186796,5.4637653178
1.4722222222,0.5899820652,0.6923480084,0.9181102146,0.8722350611,4.614968254
0.9486080794,0.5964522783,0.6649329626,0.9184547423,0.8821243523,4.302112897
1.1627906977,0.6403617625,0.6962790698,0.9144004456,0.9246448425,5.7302994581
1.4864864865,0.5703921892,0.6945945946,0.9139973612,0.8701138812,4.6555944044
1.0638297872,0.6612552396,0.7065957447,0.9203680791,0.9349662162,5.9285084607
0.9888712308,0.6973984022,0.7258483736,0.9399474732,0.9302918674,5.4967519772
1.0224719953,0.5885113985,0.664936448,0.9002155221,0.8868928809,4.5218054743
0.9370573579,0.5782450591,0.6535774456,0.9048269742,0.8733969089,4.7131644467
1.8064516129,0.5479724662,0.6782834101,0.922648511,0.8511022768,4.4183929706
1.1463414634,0.7035878747,0.7283341982,0.936462987,0.9239631336,5.3991494447
0.919860652,0.5843871465,0.6580860565,0.9114490312,0.8761146497,4.5895980721
1.0292134905,0.599176708,0.6613243589,0.9092612235,0.8846536294,4.5103878948
1.0638297872,0.6632463734,0.7087234043,0.9201110114,0.9375175908,5.805380132
1.1627906977,0.6506031176,0.6997674419,0.9210996063,0.9307145067,5.5146127296
1.8706048606,0.5103368726,0.6648953797,0.9114313738,0.8355359765,4.3288460025
1.0212765957,0.6730569823,0.7109929078,0.9293087307,0.9363689434,5.6334508676
0.9101995395,0.6716506918,0.7381755446,0.9267730449,0.9295385466,5.7215662692
1.5135135135,0.5788121535,0.6930501931,0.9224718627,0.8679359323,4.3265397622
1.4444444444,0.5833449767,0.703792735,0.8961535627,0.8869067654,4.9619953375
1.5354955466,0.5848883907,0.6896306711,0.9271328076,0.869470405,4.3293951515
0.941256828,0.6747384733,0.7442997537,0.9216477332,0.9336706015,5.9751284435
0.9568846613,0.6812208655,0.7547467753,0.9272200917,0.9309664694,5.819708803
1.4571428571,0.6217042243,0.7176470588,0.9261145065,0.8902015288,5.0251075285
0.6340399244,0.5875478243,0.6929407356,0.9318023357,0.8544949027,4.3097124365
1.0212765957,0.6687318196,0.711214539,0.9250396073,0.9385785317,5.4826300948
1.1590909091,0.6774169553,0.7439839572,0.9278155983,0.9319006419,5.8547767295
1.1792453786,0.6304961231,0.6898490553,0.9171594929,0.9078369906,4.8539303972
1.0869565217,0.693726717,0.7147826087,0.9419344631,0.9354196302,5.4805906546
1.5135136194,0.5755912435,0.6937743688,0.9233773025,0.8623275345,4.8716759287
0.9742488165,0.5799032096,0.6597625142,0.9034578288,0.8858974359,4.6643716306
0.9129412006,0.6844204818,0.7337931734,0.9331851314,0.9264501804,5.7789381192
1.5040753167,0.5602413314,0.678325978,0.9104511798,0.8583664729,4.5164519056
1.085106383,0.6849546427,0.7015018773,0.9371359488,0.9315789474,5.6279380588
1.0888888889,0.6895182248,0.7523809524,0.9241276734,0.9410096427,6.1765262367
1.4864864865,0.5700086759,0.683046683,0.9138521941,0.8638906153,4.9254199946
1.1627906977,0.6739557155,0.6969767442,0.9348584741,0.9330635118,5.5634207529
1.1063829787,0.6778434207,0.7103109656,0.9328609817,0.9358490566,5.8053023427
1.2195121951,0.6626001937,0.73,0.9173309596,0.9150107001,6.0785833737
1.9029536139,0.5133087075,0.6535926677,0.9198832854,0.8364571849,4.2321017307
0.9769859282,0.600642325,0.6595626405,0.920120444,0.8811659193,4.4203407261
0.9141176997,0.6770627073,0.7416306482,0.9289339388,0.9298100743,5.5606339852
1.085106383,0.6723113243,0.7081768878,0.9254724058,0.9399224806,5.6119940544
0.8163265306,0.6542895406,0.7443877551,0.9206758684,0.9144468819,5.2820379704
1.1627906977,0.6543529819,0.6969767442,0.9217677586,0.9307453416,5.7250127933
1.1707317073,0.655943735,0.7350101626,0.903589269,0.9219247929,5.7785877509
1.085106383,0.6631629919,0.7077596996,0.9179045444,0.9367752623,5.8643549824
1.1555555556,0.6746575194,0.7192307692,0.9277074275,0.9270173506,5.4687697856
0.8775510204,0.6739486822,0.7062173707,0.9353301619,0.9332079022,5.0065684379
1.1590909091,0.6688274657,0.7288324421,0.9216611819,0.9284700539,5.7918511705
0.9118683882,0.6761597662,0.7338091683,0.9272292681,0.9296244784,5.7779784609
0.86,0.6591563729,0.7020930233,0.9254648369,0.9355438488,5.3308055462
1.25,0.6697841571,0.73725,0.926985273,0.9158385093,5.3727428287
0.7490039384,0.6290666927,0.7079288647,0.9188868436,0.9009193054,5.5535245819
0.9238095299,0.5793715222,0.6578537412,0.907632633,0.8761965539,4.6242419755
0.9215686275,0.6753690198,0.7102628285,0.9322199693,0.9375,5.9024530722
0.9844074612,0.7000337495,0.761492095,0.9337323606,0.9443231441,5.7792564544
1.25,0.6387889032,0.72725,0.9159260168,0.9011771995,5.4485821794
1.8692902562,0.5133936918,0.6664716073,0.9155390776,0.8377981651,4.3691857927
1.1363636364,0.696493869,0.7472727273,0.9334443538,0.9351535836,5.9115603105
1.9359146715,0.5360124404,0.6698701728,0.9358125179,0.8420320111,3.8975719371
0.9038461538,0.6809163439,0.7088788871,0.9335387404,0.9359805511,5.692868731
0.9038461538,0.6793442436,0.7072422259,0.9358945993,0.9330634278,5.6047414464
1.4594594595,0.5823736406,0.6954454454,0.9190768006,0.871706399,4.4396889417
1.8754255076,0.5175608504,0.658834277,0.9227657196,0.8227071258,3.9101766162
1.1667935129,0.6344920737,0.6958484506,0.9198420912,0.9058380414,4.9389969826
0.9461358469,0.5967323632,0.6540680753,0.9207642637,0.8786717752,4.4698999555
0.8163265306,0.6524957369,0.7423469388,0.9200085378,0.9150943396,4.964344462
1.0434782609,0.6776916703,0.7273550725,0.9311241788,0.9430416911,5.1417101474
0.7701148766,0.6557067227,0.7033795483,0.9286684721,0.9032702238,5.1727869659
1.1111111111,0.6692317457,0.7391111111,0.917225448,0.9319137013,6.1113858566
1.4594594595,0.5696464247,0.6886886887,0.909876678,0.8703352309,4.4940796536
1.1229314661,0.609025437,0.69142964,0.9033964752,0.8996075867,5.0545448583
0.9118683882,0.6642344347,0.7373223181,0.9229264836,0.9255788313,5.7706554762
0.9557662396,0.5830523921,0.6622483794,0.9055924803,0.8787301587,4.499788332
1.4166666667,0.6177125088,0.7126906318,0.9223446634,0.884719405,4.945272549
0.8468749152,0.6761435901,0.7294884622,0.9286234608,0.9165640394,5.6152291742
1.9028924327,0.5086976352,0.6544058093,0.9155217969,0.8344322344,4.2871562875
1.1395348837,0.6567245605,0.7047935453,0.9210588986,0.9307427139,5.6372333836
2.0714285714,0.6170678966,0.7715517241,0.9236144995,0.9438794727,5.7180430704
2.32,0.5621603191,0.7213793103,0.9193173567,0.9199648197,6.6354736735
2,0.6283914487,0.7452437574,0.9275130041,0.9417731029,6.552461477
1.84375,0.6410481888,0.7089512712,0.9320206576,0.9356868228,5.6683895684
1.9333333333,0.6570529732,0.7431034483,0.9418036278,0.9407057112,5.189287895
2.2692307692,0.5678181082,0.7470664928,0.9188762767,0.922334004,6.0364662049
2.1,0.6189039846,0.7507936508,0.9244312133,0.9431704885,6.2407984728
2.3846153846,0.6004068892,0.7549627792,0.9400006446,0.937596302,6.4041730949
2.2592592593,0.6279124942,0.7808136005,0.9419532214,0.9529455354,6.2519465321
2.1785714286,0.6151223361,0.7661007026,0.9281719539,0.9457896639,5.8817402787
2.0344827586,0.6159214708,0.7407948568,0.9143267192,0.938541281,7.1075351651
2.0689655172,0.646298926,0.7574712644,0.9370469046,0.9471793029,5.5459208595
0.4441379163,0.5703843778,0.7204637221,0.9127402628,0.9215180545,5.8848925143
2.0344827586,0.6106801492,0.7483927528,0.9187930139,0.9425837321,6.0744120334
2,0.601381321,0.7364724246,0.9110785816,0.9361772487,5.9525119002
2.2592592593,0.5959055133,0.7774741955,0.9202196082,0.9453672942,7.0006269934
2.1428571429,0.6137057503,0.7636904762,0.9248452311,0.9440765269,6.4735540064
1.9333333333,0.6679482475,0.7577586207,0.9477101643,0.9502702703,5.4473273855
2.3461538462,0.559170391,0.7414880202,0.9145064208,0.9205479452,7.0373477291
2.28,0.5874674996,0.7705263158,0.9266820798,0.9368600683,6.4027949612
2.1785714286,0.6082543635,0.768442623,0.9172489509,0.9462869503,6.3910182625
0.5324324463,0.6242856297,0.7252594975,0.9223584092,0.9344086022,6.0263307707
1.84375,0.646351967,0.7105402542,0.9369420457,0.9335421016,5.7378653765
2,0.6099798201,0.7386111111,0.920231744,0.940905874,6.191376788
1.9666666667,0.6076698637,0.7220338983,0.9221283947,0.9250814332,6.1480034729
2.1034482759,0.6280558458,0.742227247,0.9341434761,0.9463063063,6.4949886312
2.3461538462,0.6038124046,0.7604035309,0.9349483694,0.9414519906,6.3624524113
2.1428571429,0.6204192586,0.7586309524,0.9326178391,0.9423290203,6.3327083166
1.9666666667,0.6494974757,0.715819209,0.9451248314,0.9354005168,6.4100026222
1.9333333333,0.653129299,0.7520114943,0.9404470657,0.940352138,5.3503626449
2.1034482759,0.6277798302,0.7789711702,0.9235613415,0.9510006901,6.1078333808
1.7878787879,0.609442075,0.6931176168,0.9161555096,0.9127494082,5.7348077196
2.1,0.6227874791,0.7481481481,0.9286079868,0.9373549884,6.3132270963
1.9333333333,0.6561128126,0.741091954,0.9443533155,0.9478133039,6.0924538853
2.2592592593,0.6079535589,0.7795992714,0.9272905978,0.9483013294,6.3870390341
2.2592592593,0.5997657843,0.788099575,0.9213885365,0.946754194,6.4776773487
1.9032258065,0.6317417655,0.7378348824,0.930703918,0.9391092554,5.6090793454
2.25,0.6314869873,0.7936507937,0.940140437,0.9575923393,6.2988445182
2.2592592593,0.6146624242,0.7802064359,0.930620916,0.9493904692,6.422822607
0.425792499,0.554474081,0.7130790654,0.9063270965,0.9262295082,6.9679574591
2.3846153846,0.5916983975,0.7540322581,0.9333597242,0.9342813221,6.6870230678
2.1785714286,0.6184130191,0.7701990632,0.9239549632,0.9487919221,6.0467566832
2.1851851852,0.6330385042,0.750784683,0.9444520092,0.956417433,6.2594510599
2.0344827586,0.6224850928,0.7387492694,0.927598004,0.9345656192,6.3960613849
2.2692307692,0.6107295178,0.7718383312,0.9316289355,0.9438023117,6.4944606139
1.8181818182,0.632541049,0.6954545455,0.9284438306,0.9304054054,6.0208466496
2.4166666667,0.5603855506,0.7352729885,0.9196220229,0.9187612208,6.5482044652
2.1785714286,0.6111570568,0.75029274,0.9299518139,0.9433198381,6.4706534173
1.9,0.6701935458,0.7631578947,0.9449998225,0.9470246734,5.6212217247
2.2692307692,0.5575333926,0.7425032595,0.9075994177,0.9263928426,5.9214531066
2.0344827586,0.6304850609,0.74050263,0.9348268452,0.9409580394,6.4961241589
2.0333333333,0.5802528373,0.731147541,0.9006997064,0.9399367756,6.126288154
1.9333333333,0.6422127591,0.7385057471,0.9340732185,0.9417369,6.299146183
2.1034482759,0.5968436241,0.753250424,0.9134263319,0.9410310734,6.0392331385
2.1034482759,0.615357206,0.7430751837,0.9261175028,0.9436468055,6.3804416475
2.25,0.6380709623,0.7916666667,0.9440254362,0.9597938144,5.9406548781
2.0344827586,0.6132274138,0.7492694331,0.9199912402,0.9457764662,6.375849952
2.2142857143,0.6228328827,0.7718894009,0.9304789513,0.9456598447,6.2465370373
0.4303534141,0.5619826309,0.7210471119,0.9098735693,0.9231090681,6.7646647379
1.7878787879,0.6283104965,0.6905495634,0.9259908821,0.9256454389,5.6000695208
1.9666666667,0.6299517329,0.7494350282,0.9210723801,0.9401133948,5.9082127059
2.0344827586,0.6403778224,0.7688486265,0.9303487543,0.9457225018,5.8273374943
2.3461538462,0.5802849488,0.7616645649,0.9181050936,0.9378881988,6.7366303794
0.5325243092,0.6616065309,0.7125776835,0.9429334481,0.9379360999,5.7909740179
1.84375,0.6356514249,0.7131885593,0.9256657697,0.9353942341,6.0684297368
2.2692307692,0.6233780129,0.7711864407,0.9439454346,0.9415041783,6.3868056011
2.36,0.5461766919,0.7386440678,0.9061604412,0.9170875421,7.27508507
2.1034482759,0.6185541893,0.7362916902,0.9296951331,0.9434987323,6.4932024879
2.1,0.5996819028,0.7468253968,0.9142921833,0.931990756,6.7002832838
2.4166666667,0.5743146414,0.7453304598,0.9294533048,0.9267530147,6.5227436027
2.2592592593,0.5903228926,0.733151184,0.9236370855,0.9356838435,7.2662873576
2.0714285714,0.6418673729,0.7638546798,0.9396683396,0.9491201224,6.4449481172
2.1,0.6125852252,0.741005291,0.9275581259,0.9443695212,5.9294276581
2.2692307692,0.6054030595,0.7708604954,0.9280564228,0.9422310757,6.5386224374
2,0.6283914496,0.7452437574,0.9324568383,0.938248503,5.9933921003
2.1851851852,0.6360326887,0.7658505964,0.9443592863,0.953125,5.9616472334
1.9,0.6661998824,0.7666666667,0.9420657414,0.9486251809,5.3052067769
2.2692307692,0.6299927709,0.7734680574,0.9441256741,0.9480623252,6.4962108079
2.2592592593,0.6134303648,0.7753491196,0.9306300312,0.9529850746,6.6467127882
2.3461538462,0.607647315,0.7572509458,0.9367427566,0.9423303256,6.4480265057
2.2592592593,0.61809457,0.7765634487,0.9319702556,0.9484612532,6.8478583531
2.0689655172,0.6141821424,0.750862069,0.915943179,0.9419610671,5.9959115988
1.8709677419,0.640904927,0.7269187987,0.9292747655,0.9396117901,6.0397372615
2.1,0.6074367141,0.7470899471,0.9181041954,0.9419613075,6.0047221301
2,0.6015453909,0.7430555556,0.9093572364,0.9395855286,5.9487047084
2.1785714286,0.613064688,0.7526346604,0.9262930494,0.9400365631,6.743050829
2.2692307692,0.612891497,0.7721642764,0.9358422875,0.9408260524,6.089072336
2.1,0.6086349158,0.7537037037,0.9164168701,0.9427531436,6.8717452109
0.4548872487,0.6188886333,0.7538300744,0.9307718476,0.9417155425,6.5857227208
2.3461538462,0.6013090365,0.7572509458,0.936215368,0.93754879,6.7778899222
2.3461538462,0.5869007309,0.7569356873,0.920539173,0.937890625,6.5791123078
1.935483871,0.6263385717,0.7309139785,0.9253447832,0.9414819945,5.7446582281
2.1856539657,0.6182714849,0.74839531,0.9255064141,0.9417055296,6.6297030881
2.0689655172,0.6240520167,0.7574712644,0.9226432545,0.9424383268,5.7710654935
2.28,0.5749983215,0.7729824561,0.917534358,0.9334745763,5.997216729
2.1379310345,0.616861879,0.7477753059,0.9232601369,0.9441713483,6.3765215895
2.28,0.5987384659,0.7684210526,0.9345028114,0.9331060929,6.0214819431
2.2592592593,0.6004112427,0.7777777778,0.9228355152,0.9488888889,6.2694767551
2.1034482759,0.6145202901,0.7464669305,0.9258139437,0.9476139218,6.2365812378
2.2592592593,0.6252872019,0.7799028537,0.9395888401,0.9511292114,6.1890112227
2.3333333333,0.5807824329,0.7698412698,0.9176593936,0.9387096774,7.0566537955
0.4562607365,0.6155977548,0.7387537174,0.9329801182,0.9354511659,6.6667934747
2.1785714286,0.6194457894,0.7581967213,0.9341996293,0.9480234261,5.8693082237
2.1,0.583078874,0.7481481481,0.9022734504,0.932410155,6.2963828077
2.3507041335,0.5321016801,0.7306856533,0.9058751637,0.9108175062,5.4198587601
2.1851851852,0.6418673719,0.7787193974,0.9394936617,0.954965358,6.213957647
1.9333333333,0.6382145474,0.733908046,0.9294609719,0.9396615158,6.0823374689
1.84375,0.6481397177,0.7094809322,0.9375543978,0.9305314345,5.801067242
1.9333333333,0.6745188433,0.757183908,0.9507017442,0.9498918529,5.3006655948
1.84375,0.6192195599,0.7139830508,0.9162734634,0.9312607945,5.844490045
2.2692307692,0.5921818822,0.7451108214,0.929092218,0.9349693252,5.9506658953
2.0689655172,0.6209286784,0.7514367816,0.9212107163,0.9403092413,5.9574517652
2.1785714286,0.6330759079,0.7614168618,0.940244162,0.9520497804,6.4687042391
0.4559471213,0.6056132112,0.740864824,0.921006673,0.9373948166,5.9523850055
2.2142857143,0.6193767291,0.7698732719,0.9276206412,0.9458598726,6.2817769861
2.1851851852,0.6123225045,0.786252354,0.9192102904,0.9492231906,5.89896974
2.1034482759,0.616179701,0.7334652346,0.9287604629,0.945010925,6.5208114183
1.9333333333,0.6340062423,0.7192528736,0.9340769987,0.9322160149,6.2105588369
0.452072481,0.6139263506,0.7486414546,0.9349078713,0.9416666667,6.2613670607
1.935483871,0.6271051876,0.7379032258,0.9287073671,0.9397466621,5.7612363572
2,0.6548008664,0.7467300832,0.9475177857,0.9418822647,5.5433920501
2.0344827586,0.6517723786,0.7407948568,0.9467563884,0.9451901566,6.1330038768
2,0.642066366,0.7479191439,0.9375729194,0.9440900563,5.9377931348
2.1785714286,0.6169497546,0.7628805621,0.9283371269,0.9476363636,6.2623472583
0.4526316149,0.602524918,0.7388629967,0.9285850304,0.9276094276,6.2620215644
0.4336569831,0.6022166597,0.7357417766,0.9316328701,0.9400077912,6.7428043794
2.1,0.6052857334,0.7444444444,0.920856798,0.9320967208,6.1291808948
2.28,0.5779916768,0.7663157895,0.919377904,0.9317406143,5.9996839893
1.7878787879,0.594856908,0.6900359527,0.9030708234,0.9180047831,6.2136027994
1.84375,0.6499383574,0.7166313559,0.9344034979,0.9379549393,5.5899724449
2.1724137931,0.6100315277,0.7432950192,0.9316087274,0.934939759,6.1110354367
2.25,0.6416372911,0.7928004535,0.947343714,0.9591906722,6.6700840513
2.1785714286,0.6148304388,0.7634660422,0.929509049,0.9452700254,6.2834084813
2.3461538462,0.5516398479,0.7411727617,0.8999237504,0.9274161736,7.7895514937
1.84375,0.6449863511,0.7081567797,0.9333574584,0.9268630849,5.9108207731
2.1034482759,0.6166545987,0.7340305257,0.9289166516,0.9450509461,6.2543267151
2.25,0.5922357046,0.7644557823,0.916390688,0.9384133612,7.3917283549
2.2592592593,0.5992217977,0.7289010322,0.9296168108,0.9356975838,7.0969385082
1.9666666667,0.6193767291,0.7550847458,0.9210888009,0.9349422875,5.7341016302
1.9666666667,0.6459365786,0.7172316384,0.9412555317,0.9375923191,6.2648093506
2.4230769231,0.5639089002,0.7301587302,0.9368225476,0.9171779141,6.1183199327
1.9333333333,0.6524543063,0.7479885057,0.9389827381,0.943799855,6.167842567
2.1034482759,0.6086034092,0.7498586772,0.9215163232,0.9394475921,5.8532996549
2.3461538462,0.6060327368,0.7575662043,0.9361314631,0.9427226363,7.094733988
2.2592592593,0.6190610969,0.7777777778,0.9323224318,0.9527705467,6.0258402728
2.2692307692,0.6018192791,0.7662972621,0.9279491116,0.9415298358,6.5973126067
2.1785714286,0.6196891471,0.7617096019,0.9327174092,0.9448075527,6.4792889246
2.36,0.56873562,0.7691525424,0.9154761975,0.9356701031,6.939400422
1.9666666667,0.648701391,0.718079096,0.947860294,0.9359351988,5.8807455704
0.5345912051,0.6462042501,0.713672095,0.9365788837,0.9319609211,6.4376025116
0.4227053041,0.5320829327,0.708764649,0.9013427959,0.9112688554,6.5909167515
2.0344827586,0.6469542002,0.743132671,0.9417656341,0.9481730052,6.2893370761
2.1379310345,0.6472628233,0.7800333704,0.9410267525,0.950203252,6.4363399057
0.4550561827,0.5979623891,0.7451513092,0.9270282427,0.9360442163,6.1935712167
1.9666666667,0.638918948,0.7200564972,0.9403018778,0.934726806,6.1140731673
1.9666666667,0.6376225771,0.7531073446,0.9316199224,0.9430491687,6.1269166385
2.25,0.5689591067,0.7344104308,0.9118224597,0.9256877456,7.1278546452
2.25,0.6425548998,0.7939342404,0.948083858,0.9589181787,5.9572293158
2.1,0.5915898015,0.7156084656,0.9203797088,0.9295532646,5.7778407785
2.0333333333,0.5925095345,0.7270491803,0.909653258,0.9409476662,5.5815134404
2.2142857143,0.6186496777,0.7667050691,0.9313568222,0.9429684733,5.8561280086
2.1,0.5981423623,0.7478835979,0.9093854449,0.9401396741,6.0476456488
2.2592592593,0.6241308569,0.7808136005,0.9342340314,0.9529455354,6.0881040888
2.2692307692,0.541236062,0.7473924381,0.8915653369,0.9260904685,6.1093156282
2.1785714286,0.6162449269,0.7652224824,0.9243786265,0.9453887884,6.0820815334
1.8181818182,0.6239779236,0.6929292929,0.9203297101,0.9245283019,6.0119268112
2.2592592593,0.6019553155,0.7853673345,0.9234635528,0.9462326262,6.445983118
2.25,0.5983971151,0.7542517007,0.9230181831,0.9399505475,7.0877952201
2.1785714286,0.6301397899,0.7801522248,0.9312120965,0.9480611882,6.1746478865
2.3461538462,0.5658823432,0.7373896595,0.9177582744,0.9241406559,6.6164781297
2.1034482759,0.5992746287,0.7405313737,0.9089082305,0.9417685119,6.130113363
2.1034482759,0.6157255089,0.7501413228,0.9202221771,0.9458303635,5.9776542948
2.0689655172,0.6172404284,0.7514367816,0.9174015863,0.9457504521,6.2437671776
2,0.6170678975,0.7449464923,0.9239110246,0.9343773304,5.4258914502
1.9333333333,0.6536284425,0.7525862069,0.9404267353,0.9414090582,5.4010399411
2.1,0.6213333184,0.7515873016,0.9269026619,0.9407284768,6.1505256704
2.0689655172,0.6096871994,0.7422413793,0.9104128953,0.9430449069,6.8985203526
2.1724137931,0.6122059469,0.7564313082,0.9304288263,0.943989071,5.5574722473
2.1,0.5922180658,0.7404761905,0.913977611,0.938002681,6.333990625
2.2592592593,0.594189581,0.7817243473,0.9260545348,0.9387531899,6.123870643
2.3461538462,0.5734813584,0.7581967213,0.9145177831,0.9376218324,6.8186644327
1.7878787879,0.6368243639,0.6949152542,0.9306295697,0.9229195089,5.4154748153
2.0666666667,0.6188234852,0.7553763441,0.9183402533,0.9439032583,6.3930099484
2.0964466147,0.6056065124,0.7342181256,0.9108844545,0.9369208838,5.9287279835
2,0.6499005194,0.7434601665,0.9447641353,0.9462731744,6.0293404989
0.4302788909,0.5677584683,0.7136500761,0.9223474461,0.9161215852,6.6948568737
1.7878787879,0.6428557557,0.6944016436,0.9334345663,0.92255203,5.6503026781
2.1923076923,0.5884798771,0.7365047233,0.9267471957,0.925,6.045433729
0.4494818113,0.5862814522,0.7421681352,0.9250524592,0.9274385408,5.9787729805
2.2692307692,0.6201104331,0.7695567145,0.9382599237,0.9524001614,6.6756347983
2.36,0.6001923547,0.7722033898,0.9434671869,0.9351395731,5.821769646
2.25,0.6301338,0.7919501134,0.9389051368,0.959148644,6.7173087887
2.0689655172,0.6275165469,0.7548850575,0.9340611425,0.9442846873,6.1523948076
2.3846153846,0.5767036079,0.7555831266,0.9226067824,0.9329758713,6.7819293186
2.0689655172,0.6191287365,0.7537356322,0.9192134295,0.9438646995,6.2135593042
2.2592592593,0.5705820317,0.7285974499,0.9091328545,0.9316770186,7.7100856102
2.28,0.5922069969,0.7649122807,0.9288366093,0.9364261168,6.2963336712
1.8709677419,0.6424104603,0.7233036707,0.9325668833,0.9339317774,5.834261997
2.3461538462,0.6104057688,0.7550441362,0.9379188252,0.9429133858,6.7257191982
1.8387096774,0.6465991547,0.7385398981,0.9341611835,0.9351486922,5.3380220502
2.2692307692,0.6033551845,0.7682529335,0.932511922,0.9371769384,6.6487655595
2.1785714286,0.6049664322,0.75029274,0.9231604683,0.9419331128,6.9344389813
2.1,0.6074367132,0.7470899471,0.9158325698,0.9400798935,6.4086049596
2.1428571429,0.6360012933,0.7720238095,0.9322321837,0.9519266055,6.2745463358
2.1379310345,0.6189047388,0.7480533927,0.925395301,0.9415470774,6.6240945838
2.1851851852,0.6276729794,0.789391086,0.9292768711,0.9508506616,5.9367115799
2.2142857143,0.6138430643,0.7684331797,0.92305485,0.9430894309,6.8145958809
1.9,0.6550640303,0.748245614,0.9364543441,0.9411548363,6.3328940114
1.9333333333,0.6693991567,0.7514367816,0.9472987582,0.9443842542,5.2803225434
2.3333333333,0.6051001721,0.773074662,0.9353968374,0.9406294707,6.4807082634
2.28,0.592282806,0.7768421053,0.9262264075,0.940526763,6.3480459384
2.1034482759,0.6198396961,0.7507066139,0.9286215548,0.9445234708,5.67807866
2.2692307692,0.6130009298,0.768904824,0.9401592725,0.9372268574,6.4933582393
1.9,0.6489064635,0.7523391813,0.9349712684,0.9390510949,4.8173593302
2.1034482759,0.6198396952,0.7507066139,0.9291977715,0.9509488006,6.2069829522
2.3461538462,0.5466658751,0.7556746532,0.897541781,0.9229880631,6.8459418996
2.2592592593,0.6172265371,0.7811171828,0.9344919464,0.9487463127,6.2254359541
1.9333333333,0.6456588675,0.7379310345,0.9320400672,0.9406593407,5.2147689661
2,0.6116260905,0.7427777778,0.9104150115,0.941880944,6.4731168084
0.4264240643,0.5663373964,0.7286671204,0.9209933686,0.9294294294,6.3842313617
2.0714285714,0.6395981246,0.7958743842,0.9313199259,0.9500183756,5.8706006517
2,0.6300705294,0.7449464923,0.932200363,0.9403377111,5.9615187497
1.8709677419,0.62476456,0.7255283648,0.9242813288,0.9314530525,5.9926256651
2.0344827586,0.638918949,0.7448860316,0.9361047295,0.9461766889,6.4388465188
2.4166666667,0.5729487779,0.7377873563,0.923876545,0.9315192744,6.2608541122
2.4583333333,0.5743993775,0.75,0.934161723,0.9238799478,6.6121999238
2.2692307692,0.6089868418,0.7754237288,0.9307416711,0.9425515055,6.3783727216
2.2592592593,0.6187365129,0.7887067395,0.932010806,0.9495614035,6.4381395807
2.2692307692,0.6055150909,0.7457627119,0.939418464,0.9384741591,5.8854947042
2.1,0.60786691,0.7476190476,0.9160730498,0.9410589411,6.0137448561
